WKT;FID
"POINT (116.195532 39.975123)";2099
"POINT (116.255752 39.98093)";2100
"POINT (116.252352 39.97792)";2101
"POINT (116.252352 39.97792)";2102
"POINT (116.259918 39.968038)";2103
"POINT (116.265672 39.967828)";2104
"POINT (116.265847 39.968028)";2105
"POINT (116.268098 39.966492)";2106
"POINT (116.268288 39.965318)";2107
"POINT (116.269147 39.96484)";2108
"POINT (116.269177 39.964398)";2109
"POINT (116.270838 39.965235)";2110
"POINT (116.270472 39.968552)";2111
"POINT (116.270472 39.968552)";2112
"POINT (116.279697 39.974213)";2113
"POINT (116.279697 39.974213)";2114
"POINT (116.295343 39.979988)";2115
"POINT (116.295343 39.979988)";2116
"POINT (116.24539 39.983353)";2117
"POINT (116.24539 39.983353)";2118
"POINT (116.233472 39.985002)";2119
"POINT (116.233472 39.985002)";2120
"POINT (116.22083 39.988647)";2121
"POINT (116.22083 39.988647)";2122
"POINT (116.17845 39.974295)";2123
"POINT (116.17845 39.974295)";2124
"POINT (116.190628 39.9749)";2125
"POINT (116.283232 39.795205)";2126
"POINT (116.305933 39.978853)";2127
"POINT (116.282993 39.795818)";2128
"POINT (116.283308 39.796472)";2129
"POINT (116.284707 39.796295)";2130
"POINT (116.284032 39.796688)";2131
"POINT (116.279832 39.804118)";2132
"POINT (116.287128 39.806883)";2133
"POINT (116.287128 39.806883)";2134
"POINT (116.284325 39.81608)";2135
"POINT (116.284325 39.81608)";2136
"POINT (116.283908 39.82534)";2137
"POINT (116.284803 39.830723)";2138
"POINT (116.284803 39.830723)";2139
"POINT (116.28016 39.839595)";2140
"POINT (116.28016 39.839595)";2141
"POINT (116.27761 39.848812)";2142
"POINT (116.27761 39.848812)";2143
"POINT (116.27704 39.859025)";2144
"POINT (116.27704 39.859025)";2145
"POINT (116.275617 39.86799)";2146
"POINT (116.275617 39.86799)";2147
"POINT (116.271372 39.87643)";2148
"POINT (116.271372 39.87643)";2149
"POINT (116.26827 39.885228)";2150
"POINT (116.26827 39.885228)";2151
"POINT (116.268008 39.894523)";2152
"POINT (116.268008 39.894523)";2153
"POINT (116.268013 39.903555)";2154
"POINT (116.268013 39.903555)";2155
"POINT (116.268368 39.913122)";2156
"POINT (116.268368 39.913122)";2157
"POINT (116.26929 39.92292)";2158
"POINT (116.26929 39.92292)";2159
"POINT (116.268657 39.933458)";2160
"POINT (116.268657 39.933458)";2161
"POINT (116.268465 39.943012)";2162
"POINT (116.268465 39.943012)";2163
"POINT (116.26996 39.953632)";2164
"POINT (116.26996 39.953632)";2165
"POINT (116.269083 39.963487)";2166
"POINT (116.269133 39.965253)";2167
"POINT (116.270693 39.96525)";2168
"POINT (116.269268 39.969477)";2169
"POINT (116.265127 39.968998)";2170
"POINT (116.265318 39.970323)";2171
"POINT (116.264387 39.970367)";2172
"POINT (116.263695 39.972347)";2173
"POINT (116.25653 39.972192)";2174
"POINT (116.251917 39.977692)";2175
"POINT (116.25528 39.980448)";2176
"POINT (116.251857 39.977605)";2177
"POINT (116.251857 39.977605)";2178
"POINT (116.25839 39.969825)";2179
"POINT (116.25839 39.969825)";2180
"POINT (116.270265 39.968082)";2181
"POINT (116.269373 39.967215)";2182
"POINT (116.269373 39.967215)";2183
"POINT (116.278752 39.973675)";2184
"POINT (116.278752 39.973675)";2185
"POINT (116.286283 39.980593)";2186
"POINT (116.286283 39.980593)";2187
"POINT (116.297398 39.983823)";2188
"POINT (116.297398 39.983823)";2189
"POINT (116.309545 39.984213)";2190
"POINT (116.309545 39.984213)";2191
"POINT (116.32176 39.984533)";2192
"POINT (116.32176 39.984533)";2193
"POINT (116.33387 39.985027)";2194
"POINT (116.33387 39.985027)";2195
"POINT (116.346825 39.985467)";2196
"POINT (116.346825 39.985467)";2197
"POINT (116.358812 39.98579)";2198
"POINT (116.358812 39.98579)";2199
"POINT (116.37151 39.986148)";2200
"POINT (116.37151 39.986148)";2201
"POINT (116.383663 39.98658)";2202
"POINT (116.383663 39.98658)";2203
"POINT (116.397118 39.986822)";2204
"POINT (116.401208 39.985473)";2205
"POINT (116.401208 39.985473)";2206
"POINT (116.401157 39.976375)";2207
"POINT (116.401157 39.976375)";2208
"POINT (116.400922 39.96706)";2209
"POINT (116.400922 39.96706)";2210
"POINT (116.401735 39.957572)";2211
"POINT (116.401735 39.957572)";2212
"POINT (116.401918 39.948348)";2213
"POINT (116.401962 39.947117)";2214
"POINT (116.401962 39.947117)";2215
"POINT (116.413898 39.947977)";2216
"POINT (116.413898 39.947977)";2217
"POINT (116.425692 39.948043)";2218
"POINT (116.425692 39.948043)";2219
"POINT (116.427535 39.938582)";2220
"POINT (116.427535 39.938582)";2221
"POINT (116.427938 39.929407)";2222
"POINT (116.427587 39.923152)";2223
"POINT (116.433537 39.922803)";2224
"POINT (116.439727 39.921918)";2225
"POINT (116.43989 39.923057)";2226
"POINT (116.439388 39.922063)";2227
"POINT (116.428828 39.9234)";2228
"POINT (116.428828 39.9234)";2229
"POINT (116.427922 39.933015)";2230
"POINT (116.427922 39.933015)";2231
"POINT (116.42755 39.943257)";2232
"POINT (116.426348 39.947888)";2233
"POINT (116.426348 39.947888)";2234
"POINT (116.414148 39.948092)";2235
"POINT (116.414148 39.948092)";2236
"POINT (116.400983 39.947737)";2237
"POINT (116.400983 39.947737)";2238
"POINT (116.387723 39.947618)";2239
"POINT (116.387723 39.947618)";2240
"POINT (116.374333 39.947537)";2241
"POINT (116.374333 39.947537)";2242
"POINT (116.361343 39.94605)";2243
"POINT (116.350345 39.943287)";2244
"POINT (116.350345 39.943287)";2245
"POINT (116.349055 39.95231)";2246
"POINT (116.349055 39.95231)";2247
"POINT (116.348685 39.961563)";2248
"POINT (116.34855 39.967222)";2249
"POINT (116.349737 39.966547)";2250
"POINT (116.349737 39.966547)";2251
"POINT (116.33753 39.96635)";2252
"POINT (116.33753 39.96635)";2253
"POINT (116.32526 39.966205)";2254
"POINT (116.31521 39.965993)";2255
"POINT (116.31386 39.968645)";2256
"POINT (116.313508 39.96955)";2257
"POINT (116.311872 39.973578)";2258
"POINT (116.311115 39.9747)";2259
"POINT (116.306773 39.974757)";2260
"POINT (116.328365 39.895772)";2261
"POINT (116.303275 39.981237)";2262
"POINT (116.328365 39.895772)";2263
"POINT (116.340445 39.896295)";2264
"POINT (116.341995 39.896018)";2265
"POINT (116.341533 39.888067)";2266
"POINT (116.34678 39.88793)";2267
"POINT (116.34716 39.884477)";2268
"POINT (116.343967 39.88439)";2269
"POINT (116.34463 39.888307)";2270
"POINT (116.341612 39.887957)";2271
"POINT (116.342308 39.882332)";2272
"POINT (116.342115 39.882345)";2273
"POINT (116.342187 39.88417)";2274
"POINT (116.342382 39.882858)";2275
"POINT (116.342415 39.880165)";2276
"POINT (116.342528 39.878993)";2277
"POINT (116.340708 39.87885)";2278
"POINT (116.340697 39.872572)";2279
"POINT (116.342652 39.872177)";2280
"POINT (116.340252 39.867107)";2281
"POINT (116.340252 39.867107)";2282
"POINT (116.328367 39.866858)";2283
"POINT (116.328367 39.866858)";2284
"POINT (116.316212 39.866755)";2285
"POINT (116.304822 39.866267)";2286
"POINT (116.304607 39.867195)";2287
"POINT (116.305792 39.866833)";2288
"POINT (116.305792 39.866833)";2289
"POINT (116.309362 39.858082)";2290
"POINT (116.309362 39.858082)";2291
"POINT (116.31626 39.850573)";2292
"POINT (116.320178 39.847992)";2293
"POINT (116.321355 39.839243)";2294
"POINT (116.322358 39.838872)";2295
"POINT (116.322025 39.835232)";2296
"POINT (116.322948 39.833138)";2297
"POINT (116.322948 39.833138)";2298
"POINT (116.310445 39.829358)";2299
"POINT (116.310445 39.829358)";2300
"POINT (116.298032 39.829377)";2301
"POINT (116.298032 39.829377)";2302
"POINT (116.285998 39.830065)";2303
"POINT (116.284727 39.830212)";2304
"POINT (116.284727 39.830212)";2305
"POINT (116.283967 39.821128)";2306
"POINT (116.283967 39.821128)";2307
"POINT (116.28477 39.812095)";2308
"POINT (116.286967 39.807002)";2309
"POINT (116.279627 39.803837)";2310
"POINT (116.284782 39.796017)";2311
"POINT (116.283905 39.795317)";2312
"POINT (116.2845 39.793805)";2313
"POINT (116.286785 39.794742)";2314
"POINT (116.284505 39.793898)";2315
"POINT (116.283977 39.795388)";2316
"POINT (116.284652 39.7963)";2317
"POINT (116.279667 39.804015)";2318
"POINT (116.287243 39.806977)";2319
"POINT (116.287243 39.806977)";2320
"POINT (116.284363 39.815788)";2321
"POINT (116.284363 39.815788)";2322
"POINT (116.283837 39.825093)";2323
"POINT (116.28495 39.830435)";2324
"POINT (116.28495 39.830435)";2325
"POINT (116.280118 39.839923)";2326
"POINT (116.280118 39.839923)";2327
"POINT (116.277633 39.84944)";2328
"POINT (116.277633 39.84944)";2329
"POINT (116.277062 39.859162)";2330
"POINT (116.277062 39.859162)";2331
"POINT (116.275337 39.868432)";2332
"POINT (116.275337 39.868432)";2333
"POINT (116.271055 39.877147)";2334
"POINT (116.271055 39.877147)";2335
"POINT (116.268215 39.885893)";2336
"POINT (116.268215 39.885893)";2337
"POINT (116.268083 39.895877)";2338
"POINT (116.268083 39.895877)";2339
"POINT (116.26811 39.905482)";2340
"POINT (116.26811 39.905482)";2341
"POINT (116.268918 39.915843)";2342
"POINT (116.268918 39.915843)";2343
"POINT (116.269337 39.925225)";2344
"POINT (116.269337 39.925225)";2345
"POINT (116.268512 39.934708)";2346
"POINT (116.268512 39.934708)";2347
"POINT (116.268607 39.944063)";2348
"POINT (116.268607 39.944063)";2349
"POINT (116.269963 39.95359)";2350
"POINT (116.269963 39.95359)";2351
"POINT (116.268898 39.963175)";2352
"POINT (116.268898 39.963175)";2353
"POINT (116.275127 39.971807)";2354
"POINT (116.275127 39.971807)";2355
"POINT (116.28371 39.978008)";2356
"POINT (116.28371 39.978008)";2357
"POINT (116.293402 39.983545)";2358
"POINT (116.293402 39.983545)";2359
"POINT (116.305413 39.98402)";2360
"POINT (116.305413 39.98402)";2361
"POINT (116.31734 39.984315)";2362
"POINT (116.31734 39.984315)";2363
"POINT (116.329948 39.984785)";2364
"POINT (116.329948 39.984785)";2365
"POINT (116.342302 39.985128)";2366
"POINT (116.345123 39.98497)";2367
"POINT (116.345418 39.984607)";2368
"POINT (116.346938 39.985543)";2369
"POINT (116.346938 39.985543)";2370
"POINT (116.333793 39.985227)";2371
"POINT (116.333793 39.985227)";2372
"POINT (116.32165 39.98465)";2373
"POINT (116.32165 39.98465)";2374
"POINT (116.309203 39.984288)";2375
"POINT (116.300155 39.984587)";2376
"POINT (116.302023 39.984605)";2377
"POINT (116.302327 39.981135)";2378
"POINT (116.308643 39.981473)";2379
"POINT (116.305642 39.978913)";2380
"POINT (116.308662 39.98121)";2381
"POINT (116.310032 39.981287)";2382
"POINT (116.310032 39.981287)";2383
"POINT (116.312175 39.972427)";2384
"POINT (116.315512 39.965565)";2385
"POINT (116.315512 39.965565)";2386
"POINT (116.327522 39.966175)";2387
"POINT (116.327522 39.966175)";2388
"POINT (116.339947 39.966272)";2389
"POINT (116.339947 39.966272)";2390
"POINT (116.35201 39.966315)";2391
"POINT (116.35201 39.966315)";2392
"POINT (116.363805 39.966498)";2393
"POINT (116.363805 39.966498)";2394
"POINT (116.376012 39.966803)";2395
"POINT (116.376012 39.966803)";2396
"POINT (116.387935 39.967067)";2397
"POINT (116.387935 39.967067)";2398
"POINT (116.399932 39.967242)";2399
"POINT (116.401013 39.966943)";2400
"POINT (116.401013 39.966943)";2401
"POINT (116.40157 39.957575)";2402
"POINT (116.40157 39.957575)";2403
"POINT (116.401795 39.948417)";2404
"POINT (116.402028 39.947162)";2405
"POINT (116.402028 39.947162)";2406
"POINT (116.414095 39.947987)";2407
"POINT (116.414095 39.947987)";2408
"POINT (116.426053 39.947923)";2409
"POINT (116.426053 39.947923)";2410
"POINT (116.42749 39.937312)";2411
"POINT (116.42749 39.937312)";2412
"POINT (116.427873 39.927922)";2413
"POINT (116.42778 39.925323)";2414
"POINT (116.427848 39.922678)";2415
"POINT (116.432703 39.922877)";2416
"POINT (116.439798 39.921313)";2417
"POINT (116.441288 39.920803)";2418
"POINT (116.43992 39.921152)";2419
"POINT (116.441262 39.920815)";2420
"POINT (116.442415 39.920447)";2421
"POINT (116.441823 39.9191)";2422
"POINT (116.437758 39.919217)";2423
"POINT (116.437523 39.921232)";2424
"POINT (116.435107 39.921395)";2425
"POINT (116.434377 39.922117)";2426
"POINT (116.42872 39.923363)";2427
"POINT (116.42872 39.923363)";2428
"POINT (116.427883 39.93251)";2429
"POINT (116.427883 39.93251)";2430
"POINT (116.427577 39.941975)";2431
"POINT (116.426617 39.94766)";2432
"POINT (116.426617 39.94766)";2433
"POINT (116.41388 39.948085)";2434
"POINT (116.41388 39.948085)";2435
"POINT (116.400965 39.94772)";2436
"POINT (116.389493 39.94778)";2437
"POINT (116.389493 39.94778)";2438
"POINT (116.388842 39.957747)";2439
"POINT (116.388842 39.957747)";2440
"POINT (116.388392 39.96707)";2441
"POINT (116.389362 39.967727)";2442
"POINT (116.38993 39.967375)";2443
"POINT (116.38993 39.967375)";2444
"POINT (116.377582 39.966965)";2445
"POINT (116.377582 39.966965)";2446
"POINT (116.365748 39.96672)";2447
"POINT (116.365748 39.96672)";2448
"POINT (116.353408 39.96648)";2449
"POINT (116.353408 39.96648)";2450
"POINT (116.341648 39.966375)";2451
"POINT (116.341648 39.966375)";2452
"POINT (116.329917 39.96626)";2453
"POINT (116.329917 39.96626)";2454
"POINT (116.3178 39.966068)";2455
"POINT (116.315075 39.966112)";2456
"POINT (116.311198 39.974795)";2457
"POINT (116.306937 39.974668)";2458
"POINT (116.268693 39.962663)";2459
"POINT (116.307448 39.98345)";2460
"POINT (116.268693 39.962663)";2461
"POINT (116.269555 39.953062)";2462
"POINT (116.269555 39.953062)";2463
"POINT (116.26818 39.943668)";2464
"POINT (116.26818 39.943668)";2465
"POINT (116.268102 39.934658)";2466
"POINT (116.268102 39.934658)";2467
"POINT (116.269183 39.925627)";2468
"POINT (116.269183 39.925627)";2469
"POINT (116.268612 39.915088)";2470
"POINT (116.268612 39.915088)";2471
"POINT (116.267855 39.906092)";2472
"POINT (116.267855 39.906092)";2473
"POINT (116.267857 39.895387)";2474
"POINT (116.267857 39.895387)";2475
"POINT (116.268047 39.88529)";2476
"POINT (116.268047 39.88529)";2477
"POINT (116.271607 39.875303)";2478
"POINT (116.271607 39.875303)";2479
"POINT (116.2762 39.866918)";2480
"POINT (116.2762 39.866918)";2481
"POINT (116.27672 39.857428)";2482
"POINT (116.27672 39.857428)";2483
"POINT (116.277507 39.84683)";2484
"POINT (116.277507 39.84683)";2485
"POINT (116.2802 39.83769)";2486
"POINT (116.285078 39.8298)";2487
"POINT (116.285078 39.8298)";2488
"POINT (116.296877 39.829367)";2489
"POINT (116.296877 39.829367)";2490
"POINT (116.309223 39.829362)";2491
"POINT (116.309223 39.829362)";2492
"POINT (116.321137 39.82935)";2493
"POINT (116.321137 39.82935)";2494
"POINT (116.33315 39.829545)";2495
"POINT (116.33315 39.829545)";2496
"POINT (116.344873 39.82969)";2497
"POINT (116.353605 39.829233)";2498
"POINT (116.352913 39.838673)";2499
"POINT (116.352913 39.838673)";2500
"POINT (116.363865 39.84227)";2501
"POINT (116.364642 39.842437)";2502
"POINT (116.364593 39.839283)";2503
"POINT (116.358878 39.83872)";2504
"POINT (116.35889 39.844047)";2505
"POINT (116.364877 39.844848)";2506
"POINT (116.365332 39.849303)";2507
"POINT (116.373707 39.849295)";2508
"POINT (116.37511 39.853107)";2509
"POINT (116.373607 39.844912)";2510
"POINT (116.36985 39.843998)";2511
"POINT (116.36984 39.844668)";2512
"POINT (116.370008 39.839078)";2513
"POINT (116.368948 39.838727)";2514
"POINT (116.368058 39.836905)";2515
"POINT (116.372315 39.835755)";2516
"POINT (116.37293 39.830587)";2517
"POINT (116.37293 39.830587)";2518
"POINT (116.359083 39.82991)";2519
"POINT (116.359083 39.82991)";2520
"POINT (116.346733 39.82983)";2521
"POINT (116.346733 39.82983)";2522
"POINT (116.33486 39.82966)";2523
"POINT (116.33486 39.82966)";2524
"POINT (116.323018 39.829413)";2525
"POINT (116.323018 39.829413)";2526
"POINT (116.309052 39.829405)";2527
"POINT (116.309052 39.829405)";2528
"POINT (116.296872 39.829408)";2529
"POINT (116.296872 39.829408)";2530
"POINT (116.284677 39.830168)";2531
"POINT (116.284677 39.830168)";2532
"POINT (116.280248 39.838938)";2533
"POINT (116.280248 39.838938)";2534
"POINT (116.277653 39.84785)";2535
"POINT (116.277653 39.84785)";2536
"POINT (116.276967 39.858188)";2537
"POINT (116.276967 39.858188)";2538
"POINT (116.275958 39.867653)";2539
"POINT (116.275958 39.867653)";2540
"POINT (116.271327 39.87647)";2541
"POINT (116.271327 39.87647)";2542
"POINT (116.268202 39.885392)";2543
"POINT (116.268202 39.885392)";2544
"POINT (116.26805 39.894727)";2545
"POINT (116.26805 39.894727)";2546
"POINT (116.268002 39.904348)";2547
"POINT (116.268002 39.904348)";2548
"POINT (116.268612 39.914322)";2549
"POINT (116.268612 39.914322)";2550
"POINT (116.269327 39.92358)";2551
"POINT (116.269327 39.92358)";2552
"POINT (116.26893 39.932997)";2553
"POINT (116.26893 39.932997)";2554
"POINT (116.268352 39.942213)";2555
"POINT (116.268352 39.942213)";2556
"POINT (116.269805 39.951758)";2557
"POINT (116.269805 39.951758)";2558
"POINT (116.26915 39.961177)";2559
"POINT (116.26985 39.9688)";2560
"POINT (116.26985 39.9688)";2561
"POINT (116.279775 39.974372)";2562
"POINT (116.279775 39.974372)";2563
"POINT (116.287798 39.981668)";2564
"POINT (116.287798 39.981668)";2565
"POINT (116.300528 39.983762)";2566
"POINT (116.307797 39.983817)";2567
"POINT (116.2568 39.971535)";2568
"POINT (116.308945 39.980792)";2569
"POINT (116.252362 39.972267)";2570
"POINT (116.25227 39.973877)";2571
"POINT (116.251573 39.973982)";2572
"POINT (116.251735 39.975378)";2573
"POINT (116.25287 39.975912)";2574
"POINT (116.25287 39.975912)";2575
"POINT (116.259858 39.9686)";2576
"POINT (116.268597 39.968143)";2577
"POINT (116.268597 39.968143)";2578
"POINT (116.26927 39.95782)";2579
"POINT (116.26927 39.95782)";2580
"POINT (116.268803 39.947438)";2581
"POINT (116.268803 39.947438)";2582
"POINT (116.268067 39.93813)";2583
"POINT (116.268067 39.93813)";2584
"POINT (116.269113 39.92761)";2585
"POINT (116.269113 39.92761)";2586
"POINT (116.268972 39.917967)";2587
"POINT (116.268972 39.917967)";2588
"POINT (116.267943 39.908668)";2589
"POINT (116.267943 39.908668)";2590
"POINT (116.267943 39.899508)";2591
"POINT (116.267943 39.899508)";2592
"POINT (116.267913 39.889775)";2593
"POINT (116.267913 39.889775)";2594
"POINT (116.269742 39.879862)";2595
"POINT (116.271173 39.873963)";2596
"POINT (116.271173 39.873963)";2597
"POINT (116.261317 39.869012)";2598
"POINT (116.258645 39.868807)";2599
"POINT (116.258417 39.871545)";2600
"POINT (116.258127 39.862608)";2601
"POINT (116.247572 39.858168)";2602
"POINT (116.248957 39.85152)";2603
"POINT (116.24769 39.851312)";2604
"POINT (116.249578 39.852193)";2605
"POINT (116.247567 39.85787)";2606
"POINT (116.247567 39.85787)";2607
"POINT (116.257927 39.86256)";2608
"POINT (116.258457 39.865802)";2609
"POINT (116.257283 39.866495)";2610
"POINT (116.257283 39.866495)";2611
"POINT (116.267273 39.87157)";2612
"POINT (116.272043 39.874403)";2613
"POINT (116.272043 39.874403)";2614
"POINT (116.26888 39.883075)";2615
"POINT (116.26888 39.883075)";2616
"POINT (116.268068 39.89337)";2617
"POINT (116.268068 39.89337)";2618
"POINT (116.268107 39.903283)";2619
"POINT (116.268107 39.903283)";2620
"POINT (116.268478 39.913408)";2621
"POINT (116.268478 39.913408)";2622
"POINT (116.269293 39.923638)";2623
"POINT (116.269293 39.923638)";2624
"POINT (116.268642 39.933207)";2625
"POINT (116.268642 39.933207)";2626
